very high,high,more,2,small,low,unaccepted
very high,high,more,2,small,medium,unaccepted
very high,high,more,2,small,high,unaccepted
very high,high,more,2,medium,low,unaccepted
very high,high,more,2,medium,medium,unaccepted
very high,high,more,2,medium,high,unaccepted
very high,high,more,2,big,low,unaccepted
very high,high,more,2,big,medium,unaccepted
very high,high,more,2,big,high,unaccepted
very high,high,more,4,small,low,unaccepted
very high,high,more,4,small,medium,unaccepted
very high,high,more,4,small,high,unaccepted
very high,high,more,4,medium,low,unaccepted
very high,high,more,4,medium,medium,unaccepted
very high,high,more,4,medium,high,unaccepted
very high,high,more,4,big,low,unaccepted
very high,high,more,4,big,medium,unaccepted
very high,high,more,4,big,high,unaccepted
very high,high,more,more,small,low,unaccepted
very high,high,more,more,small,medium,unaccepted
very high,high,more,more,small,high,unaccepted
very high,high,more,more,medium,low,unaccepted
very high,high,more,more,medium,medium,unaccepted
very high,high,more,more,medium,high,unaccepted
very high,high,more,more,big,low,unaccepted
very high,high,more,more,big,medium,unaccepted
very high,high,more,more,big,high,unaccepted
very high,medium,2,2,small,low,unaccepted
very high,medium,2,2,small,medium,unaccepted
very high,medium,2,2,small,high,unaccepted
very high,medium,2,2,medium,low,unaccepted
very high,medium,2,2,medium,medium,unaccepted
very high,medium,2,2,medium,high,unaccepted
very high,medium,2,2,big,low,unaccepted
very high,medium,2,2,big,medium,unaccepted
very high,medium,2,2,big,high,unaccepted
very high,medium,2,4,small,low,unaccepted
very high,medium,2,4,small,medium,unaccepted
very high,medium,2,4,small,high,accepted
very high,medium,2,4,medium,low,unaccepted
very high,medium,2,4,medium,medium,unaccepted
very high,medium,2,4,medium,high,accepted
very high,medium,2,4,big,low,unaccepted
very high,medium,2,4,big,medium,accepted
very high,medium,2,4,big,high,accepted
very high,medium,2,more,small,low,unaccepted
very high,medium,2,more,small,medium,unaccepted
very high,medium,2,more,small,high,unaccepted
very high,medium,2,more,medium,low,unaccepted
very high,medium,2,more,medium,medium,unaccepted
very high,medium,2,more,medium,high,accepted
very high,medium,2,more,big,low,unaccepted
very high,medium,2,more,big,medium,accepted
very high,medium,2,more,big,high,accepted
very high,medium,3,2,small,low,unaccepted
very high,medium,3,2,small,medium,unaccepted
very high,medium,3,2,small,high,unaccepted
very high,medium,3,2,medium,low,unaccepted
very high,medium,3,2,medium,medium,unaccepted
very high,medium,3,2,medium,high,unaccepted
very high,medium,3,2,big,low,unaccepted
very high,medium,3,2,big,medium,unaccepted
very high,medium,3,2,big,high,unaccepted
very high,medium,3,4,small,low,unaccepted
very high,medium,3,4,small,medium,unaccepted
very high,medium,3,4,small,high,accepted
very high,medium,3,4,medium,low,unaccepted
very high,medium,3,4,medium,medium,unaccepted
very high,medium,3,4,medium,high,accepted
very high,medium,3,4,big,low,unaccepted
very high,medium,3,4,big,medium,accepted
very high,medium,3,4,big,high,accepted
very high,medium,3,more,small,low,unaccepted
very high,medium,3,more,small,medium,unaccepted
very high,medium,3,more,small,high,accepted
very high,medium,3,more,medium,low,unaccepted
very high,medium,3,more,medium,medium,accepted
very high,medium,3,more,medium,high,accepted
very high,medium,3,more,big,low,unaccepted
very high,medium,3,more,big,medium,accepted
very high,medium,3,more,big,high,accepted
very high,medium,4,2,small,low,unaccepted
very high,medium,4,2,small,medium,unaccepted
very high,medium,4,2,small,high,unaccepted
very high,medium,4,2,medium,low,unaccepted
very high,medium,4,2,medium,medium,unaccepted
very high,medium,4,2,medium,high,unaccepted
very high,medium,4,2,big,low,unaccepted
very high,medium,4,2,big,medium,unaccepted
very high,medium,4,2,big,high,unaccepted
very high,medium,4,4,small,low,unaccepted
very high,medium,4,4,small,medium,unaccepted
very high,medium,4,4,small,high,accepted
very high,medium,4,4,medium,low,unaccepted
very high,medium,4,4,medium,medium,accepted
very high,medium,4,4,medium,high,accepted
very high,medium,4,4,big,low,unaccepted
very high,medium,4,4,big,medium,accepted
very high,medium,4,4,big,high,accepted
very high,medium,4,more,small,low,unaccepted
very high,medium,4,more,small,medium,unaccepted
very high,medium,4,more,small,high,accepted
very high,medium,4,more,medium,low,unaccepted
very high,medium,4,more,medium,medium,accepted
very high,medium,4,more,medium,high,accepted
very high,medium,4,more,big,low,unaccepted
very high,medium,4,more,big,medium,accepted
very high,medium,4,more,big,high,accepted
very high,medium,more,2,small,low,unaccepted
very high,medium,more,2,small,medium,unaccepted
very high,medium,more,2,small,high,unaccepted
very high,medium,more,2,medium,low,unaccepted
very high,medium,more,2,medium,medium,unaccepted
very high,medium,more,2,medium,high,unaccepted
very high,medium,more,2,big,low,unaccepted
very high,medium,more,2,big,medium,unaccepted
very high,medium,more,2,big,high,unaccepted
very high,medium,more,4,small,low,unaccepted
very high,medium,more,4,small,medium,unaccepted
very high,medium,more,4,small,high,accepted
very high,medium,more,4,medium,low,unaccepted
very high,medium,more,4,medium,medium,accepted
very high,medium,more,4,medium,high,accepted
very high,medium,more,4,big,low,unaccepted
very high,medium,more,4,big,medium,accepted
very high,medium,more,4,big,high,accepted
very high,medium,more,more,small,low,unaccepted
very high,medium,more,more,small,medium,unaccepted
very high,medium,more,more,small,high,accepted
very high,medium,more,more,medium,low,unaccepted
very high,medium,more,more,medium,medium,accepted
very high,medium,more,more,medium,high,accepted
very high,medium,more,more,big,low,unaccepted
very high,medium,more,more,big,medium,accepted
very high,medium,more,more,big,high,accepted
very high,low,2,2,small,low,unaccepted
very high,low,2,2,small,medium,unaccepted
very high,low,2,2,small,high,unaccepted
very high,low,2,2,medium,low,unaccepted
very high,low,2,2,medium,medium,unaccepted
very high,low,2,2,medium,high,unaccepted
very high,low,2,2,big,low,unaccepted
very high,low,2,2,big,medium,unaccepted
very high,low,2,2,big,high,unaccepted
very high,low,2,4,small,low,unaccepted
very high,low,2,4,small,medium,unaccepted
very high,low,2,4,small,high,accepted
very high,low,2,4,medium,low,unaccepted
very high,low,2,4,medium,medium,unaccepted
very high,low,2,4,medium,high,accepted
very high,low,2,4,big,low,unaccepted
very high,low,2,4,big,medium,accepted
very high,low,2,4,big,high,accepted
very high,low,2,more,small,low,unaccepted
very high,low,2,more,small,medium,unaccepted
very high,low,2,more,small,high,unaccepted
very high,low,2,more,medium,low,unaccepted
very high,low,2,more,medium,medium,unaccepted
very high,low,2,more,medium,high,accepted
very high,low,2,more,big,low,unaccepted
very high,low,2,more,big,medium,accepted
very high,low,2,more,big,high,accepted
very high,low,3,2,small,low,unaccepted
very high,low,3,2,small,medium,unaccepted
very high,low,3,2,small,high,unaccepted
very high,low,3,2,medium,low,unaccepted
very high,low,3,2,medium,medium,unaccepted
very high,low,3,2,medium,high,unaccepted
very high,low,3,2,big,low,unaccepted
very high,low,3,2,big,medium,unaccepted
very high,low,3,2,big,high,unaccepted
very high,low,3,4,small,low,unaccepted
very high,low,3,4,small,medium,unaccepted
very high,low,3,4,small,high,accepted
very high,low,3,4,medium,low,unaccepted
very high,low,3,4,medium,medium,unaccepted
very high,low,3,4,medium,high,accepted
very high,low,3,4,big,low,unaccepted
very high,low,3,4,big,medium,accepted
very high,low,3,4,big,high,accepted
very high,low,3,more,small,low,unaccepted
very high,low,3,more,small,medium,unaccepted
very high,low,3,more,small,high,accepted
very high,low,3,more,medium,low,unaccepted
very high,low,3,more,medium,medium,accepted
very high,low,3,more,medium,high,accepted
very high,low,3,more,big,low,unaccepted
very high,low,3,more,big,medium,accepted
very high,low,3,more,big,high,accepted
very high,low,4,2,small,low,unaccepted
very high,low,4,2,small,medium,unaccepted
very high,low,4,2,small,high,unaccepted
very high,low,4,2,medium,low,unaccepted
very high,low,4,2,medium,medium,unaccepted
very high,low,4,2,medium,high,unaccepted
very high,low,4,2,big,low,unaccepted
very high,low,4,2,big,medium,unaccepted
very high,low,4,2,big,high,unaccepted
very high,low,4,4,small,low,unaccepted
very high,low,4,4,small,medium,unaccepted
very high,low,4,4,small,high,accepted
very high,low,4,4,medium,low,unaccepted
very high,low,4,4,medium,medium,accepted
very high,low,4,4,medium,high,accepted
very high,low,4,4,big,low,unaccepted
very high,low,4,4,big,medium,accepted
very high,low,4,4,big,high,accepted
very high,low,4,more,small,low,unaccepted
very high,low,4,more,small,medium,unaccepted
very high,low,4,more,small,high,accepted
very high,low,4,more,medium,low,unaccepted
very high,low,4,more,medium,medium,accepted
very high,low,4,more,medium,high,accepted
very high,low,4,more,big,low,unaccepted
very high,low,4,more,big,medium,accepted
very high,low,4,more,big,high,accepted
very high,low,more,2,small,low,unaccepted
very high,low,more,2,small,medium,unaccepted
very high,low,more,2,small,high,unaccepted
very high,low,more,2,medium,low,unaccepted
very high,low,more,2,medium,medium,unaccepted
very high,low,more,2,medium,high,unaccepted
very high,low,more,2,big,low,unaccepted
very high,low,more,2,big,medium,unaccepted
very high,low,more,2,big,high,unaccepted
very high,low,more,4,small,low,unaccepted
very high,low,more,4,small,medium,unaccepted
very high,low,more,4,small,high,accepted
very high,low,more,4,medium,low,unaccepted
very high,low,more,4,medium,medium,accepted
very high,low,more,4,medium,high,accepted
very high,low,more,4,big,low,unaccepted
very high,low,more,4,big,medium,accepted
very high,low,more,4,big,high,accepted
very high,low,more,more,small,low,unaccepted
very high,low,more,more,small,medium,unaccepted
very high,low,more,more,small,high,accepted
very high,low,more,more,medium,low,unaccepted
very high,low,more,more,medium,medium,accepted
very high,low,more,more,medium,high,accepted
very high,low,more,more,big,low,unaccepted
very high,low,more,more,big,medium,accepted
very high,low,more,more,big,high,accepted
high,very high,2,2,small,low,unaccepted
high,very high,2,2,small,medium,unaccepted
high,very high,2,2,small,high,unaccepted
high,very high,2,2,medium,low,unaccepted
high,very high,2,2,medium,medium,unaccepted
high,very high,2,2,medium,high,unaccepted
high,very high,2,2,big,low,unaccepted
high,very high,2,2,big,medium,unaccepted
high,very high,2,2,big,high,unaccepted
high,very high,2,4,small,low,unaccepted
high,very high,2,4,small,medium,unaccepted
high,very high,2,4,small,high,unaccepted
high,very high,2,4,medium,low,unaccepted
high,very high,2,4,medium,medium,unaccepted
high,very high,2,4,medium,high,unaccepted
high,very high,2,4,big,low,unaccepted
high,very high,2,4,big,medium,unaccepted
high,very high,2,4,big,high,unaccepted
high,very high,2,more,small,low,unaccepted
high,very high,2,more,small,medium,unaccepted
high,very high,2,more,small,high,unaccepted
high,very high,2,more,medium,low,unaccepted
high,very high,2,more,medium,medium,unaccepted
high,very high,2,more,medium,high,unaccepted
high,very high,2,more,big,low,unaccepted
high,very high,2,more,big,medium,unaccepted
high,very high,2,more,big,high,unaccepted
high,very high,3,2,small,low,unaccepted
high,very high,3,2,small,medium,unaccepted
high,very high,3,2,small,high,unaccepted
high,very high,3,2,medium,low,unaccepted
high,very high,3,2,medium,medium,unaccepted
high,very high,3,2,medium,high,unaccepted
high,very high,3,2,big,low,unaccepted
high,very high,3,2,big,medium,unaccepted
high,very high,3,2,big,high,unaccepted
high,very high,3,4,small,low,unaccepted
high,very high,3,4,small,medium,unaccepted
high,very high,3,4,small,high,unaccepted
high,very high,3,4,medium,low,unaccepted
high,very high,3,4,medium,medium,unaccepted
high,very high,3,4,medium,high,unaccepted
high,very high,3,4,big,low,unaccepted
high,very high,3,4,big,medium,unaccepted
high,very high,3,4,big,high,unaccepted
high,very high,3,more,small,low,unaccepted
high,very high,3,more,small,medium,unaccepted
high,very high,3,more,small,high,unaccepted
high,very high,3,more,medium,low,unaccepted
high,very high,3,more,medium,medium,unaccepted
high,very high,3,more,medium,high,unaccepted
high,very high,3,more,big,low,unaccepted
high,very high,3,more,big,medium,unaccepted
high,very high,3,more,big,high,unaccepted
high,very high,4,2,small,low,unaccepted
high,very high,4,2,small,medium,unaccepted
high,very high,4,2,small,high,unaccepted
high,very high,4,2,medium,low,unaccepted
high,very high,4,2,medium,medium,unaccepted
high,very high,4,2,medium,high,unaccepted
high,very high,4,2,big,low,unaccepted
high,very high,4,2,big,medium,unaccepted
high,very high,4,2,big,high,unaccepted
high,very high,4,4,small,low,unaccepted
high,very high,4,4,small,medium,unaccepted
high,very high,4,4,small,high,unaccepted
high,very high,4,4,medium,low,unaccepted
high,very high,4,4,medium,medium,unaccepted
high,very high,4,4,medium,high,unaccepted
high,very high,4,4,big,low,unaccepted
high,very high,4,4,big,medium,unaccepted
high,very high,4,4,big,high,unaccepted
high,very high,4,more,small,low,unaccepted
high,very high,4,more,small,medium,unaccepted
high,very high,4,more,small,high,unaccepted
high,very high,4,more,medium,low,unaccepted
high,very high,4,more,medium,medium,unaccepted
high,very high,4,more,medium,high,unaccepted
high,very high,4,more,big,low,unaccepted
high,very high,4,more,big,medium,unaccepted
high,very high,4,more,big,high,unaccepted
high,very high,more,2,small,low,unaccepted
high,very high,more,2,small,medium,unaccepted
high,very high,more,2,small,high,unaccepted
high,very high,more,2,medium,low,unaccepted
high,very high,more,2,medium,medium,unaccepted
high,very high,more,2,medium,high,unaccepted
high,very high,more,2,big,low,unaccepted
high,very high,more,2,big,medium,unaccepted
high,very high,more,2,big,high,unaccepted
high,very high,more,4,small,low,unaccepted
high,very high,more,4,small,medium,unaccepted
high,very high,more,4,small,high,unaccepted
high,very high,more,4,medium,low,unaccepted
high,very high,more,4,medium,medium,unaccepted
high,very high,more,4,medium,high,unaccepted
high,very high,more,4,big,low,unaccepted
high,very high,more,4,big,medium,unaccepted
high,very high,more,4,big,high,unaccepted
high,very high,more,more,small,low,unaccepted
high,very high,more,more,small,medium,unaccepted
high,very high,more,more,small,high,unaccepted
high,very high,more,more,medium,low,unaccepted
high,very high,more,more,medium,medium,unaccepted
high,very high,more,more,medium,high,unaccepted
high,very high,more,more,big,low,unaccepted
high,very high,more,more,big,medium,unaccepted
high,very high,more,more,big,high,unaccepted
high,high,2,2,small,low,unaccepted
high,high,2,2,small,medium,unaccepted
high,high,2,2,small,high,unaccepted
high,high,2,2,medium,low,unaccepted
high,high,2,2,medium,medium,unaccepted
high,high,2,2,medium,high,unaccepted
high,high,2,2,big,low,unaccepted
high,high,2,2,big,medium,unaccepted
high,high,2,2,big,high,unaccepted
high,high,2,4,small,low,unaccepted
high,high,2,4,small,medium,unaccepted
high,high,2,4,small,high,accepted
high,high,2,4,medium,low,unaccepted
high,high,2,4,medium,medium,unaccepted
high,high,2,4,medium,high,accepted
high,high,2,4,big,low,unaccepted
high,high,2,4,big,medium,accepted
high,high,2,4,big,high,accepted
high,high,2,more,small,low,unaccepted
high,high,2,more,small,medium,unaccepted
high,high,2,more,small,high,unaccepted
high,high,2,more,medium,low,unaccepted
high,high,2,more,medium,medium,unaccepted
high,high,2,more,medium,high,accepted
high,high,2,more,big,low,unaccepted
high,high,2,more,big,medium,accepted
high,high,2,more,big,high,accepted
high,high,3,2,small,low,unaccepted
high,high,3,2,small,medium,unaccepted
high,high,3,2,small,high,unaccepted
high,high,3,2,medium,low,unaccepted
high,high,3,2,medium,medium,unaccepted
high,high,3,2,medium,high,unaccepted
high,high,3,2,big,low,unaccepted
high,high,3,2,big,medium,unaccepted
high,high,3,2,big,high,unaccepted
high,high,3,4,small,low,unaccepted
high,high,3,4,small,medium,unaccepted
high,high,3,4,small,high,accepted
high,high,3,4,medium,low,unaccepted
high,high,3,4,medium,medium,unaccepted
high,high,3,4,medium,high,accepted
high,high,3,4,big,low,unaccepted
high,high,3,4,big,medium,accepted
high,high,3,4,big,high,accepted
high,high,3,more,small,low,unaccepted
high,high,3,more,small,medium,unaccepted
high,high,3,more,small,high,accepted
high,high,3,more,medium,low,unaccepted
high,high,3,more,medium,medium,accepted
high,high,3,more,medium,high,accepted
high,high,3,more,big,low,unaccepted
high,high,3,more,big,medium,accepted
high,high,3,more,big,high,accepted
high,high,4,2,small,low,unaccepted
high,high,4,2,small,medium,unaccepted
high,high,4,2,small,high,unaccepted
high,high,4,2,medium,low,unaccepted
high,high,4,2,medium,medium,unaccepted
high,high,4,2,medium,high,unaccepted
high,high,4,2,big,low,unaccepted
high,high,4,2,big,medium,unaccepted
high,high,4,2,big,high,unaccepted
high,high,4,4,small,low,unaccepted
high,high,4,4,small,medium,unaccepted
high,high,4,4,small,high,accepted
high,high,4,4,medium,low,unaccepted
high,high,4,4,medium,medium,accepted
high,high,4,4,medium,high,accepted
high,high,4,4,big,low,unaccepted
high,high,4,4,big,medium,accepted
high,high,4,4,big,high,accepted
high,high,4,more,small,low,unaccepted
high,high,4,more,small,medium,unaccepted
high,high,4,more,small,high,accepted
high,high,4,more,medium,low,unaccepted
high,high,4,more,medium,medium,accepted
high,high,4,more,medium,high,accepted
high,high,4,more,big,low,unaccepted
high,high,4,more,big,medium,accepted
high,high,4,more,big,high,accepted
high,high,more,2,small,low,unaccepted
high,high,more,2,small,medium,unaccepted
high,high,more,2,small,high,unaccepted
high,high,more,2,medium,low,unaccepted
high,high,more,2,medium,medium,unaccepted
high,high,more,2,medium,high,unaccepted
high,high,more,2,big,low,unaccepted
high,high,more,2,big,medium,unaccepted
high,high,more,2,big,high,unaccepted
high,high,more,4,small,low,unaccepted
high,high,more,4,small,medium,unaccepted
high,high,more,4,small,high,accepted
high,high,more,4,medium,low,unaccepted
high,high,more,4,medium,medium,accepted
high,high,more,4,medium,high,accepted
high,high,more,4,big,low,unaccepted
high,high,more,4,big,medium,accepted
high,high,more,4,big,high,accepted
high,high,more,more,small,low,unaccepted
high,high,more,more,small,medium,unaccepted
high,high,more,more,small,high,accepted
high,high,more,more,medium,low,unaccepted
high,high,more,more,medium,medium,accepted
high,high,more,more,medium,high,accepted
high,high,more,more,big,low,unaccepted
high,high,more,more,big,medium,accepted
high,high,more,more,big,high,accepted
high,medium,2,2,small,low,unaccepted
high,medium,2,2,small,medium,unaccepted
high,medium,2,2,small,high,unaccepted
high,medium,2,2,medium,low,unaccepted
high,medium,2,2,medium,medium,unaccepted
high,medium,2,2,medium,high,unaccepted
high,medium,2,2,big,low,unaccepted
high,medium,2,2,big,medium,unaccepted
high,medium,2,2,big,high,unaccepted
high,medium,2,4,small,low,unaccepted
high,medium,2,4,small,medium,unaccepted
high,medium,2,4,small,high,accepted
high,medium,2,4,medium,low,unaccepted
high,medium,2,4,medium,medium,unaccepted
high,medium,2,4,medium,high,accepted
high,medium,2,4,big,low,unaccepted
high,medium,2,4,big,medium,accepted
high,medium,2,4,big,high,accepted
high,medium,2,more,small,low,unaccepted
high,medium,2,more,small,medium,unaccepted
high,medium,2,more,small,high,unaccepted
high,medium,2,more,medium,low,unaccepted
high,medium,2,more,medium,medium,unaccepted
high,medium,2,more,medium,high,accepted
high,medium,2,more,big,low,unaccepted
high,medium,2,more,big,medium,accepted
high,medium,2,more,big,high,accepted
high,medium,3,2,small,low,unaccepted
high,medium,3,2,small,medium,unaccepted
high,medium,3,2,small,high,unaccepted
high,medium,3,2,medium,low,unaccepted
high,medium,3,2,medium,medium,unaccepted
high,medium,3,2,medium,high,unaccepted
high,medium,3,2,big,low,unaccepted
high,medium,3,2,big,medium,unaccepted
high,medium,3,2,big,high,unaccepted
high,medium,3,4,small,low,unaccepted
high,medium,3,4,small,medium,unaccepted
high,medium,3,4,small,high,accepted
high,medium,3,4,medium,low,unaccepted
high,medium,3,4,medium,medium,unaccepted
high,medium,3,4,medium,high,accepted
high,medium,3,4,big,low,unaccepted
high,medium,3,4,big,medium,accepted
high,medium,3,4,big,high,accepted
high,medium,3,more,small,low,unaccepted
high,medium,3,more,small,medium,unaccepted
high,medium,3,more,small,high,accepted
high,medium,3,more,medium,low,unaccepted
high,medium,3,more,medium,medium,accepted
high,medium,3,more,medium,high,accepted
high,medium,3,more,big,low,unaccepted
high,medium,3,more,big,medium,accepted
high,medium,3,more,big,high,accepted
high,medium,4,2,small,low,unaccepted
high,medium,4,2,small,medium,unaccepted
high,medium,4,2,small,high,unaccepted
high,medium,4,2,medium,low,unaccepted
high,medium,4,2,medium,medium,unaccepted
high,medium,4,2,medium,high,unaccepted
high,medium,4,2,big,low,unaccepted
high,medium,4,2,big,medium,unaccepted
high,medium,4,2,big,high,unaccepted
high,medium,4,4,small,low,unaccepted
high,medium,4,4,small,medium,unaccepted
high,medium,4,4,small,high,accepted
high,medium,4,4,medium,low,unaccepted
high,medium,4,4,medium,medium,accepted
high,medium,4,4,medium,high,accepted
high,medium,4,4,big,low,unaccepted
high,medium,4,4,big,medium,accepted
